,title,conference,year,authors,abstract,pdf_path,pdf_url,code_url,relevant,tran_flag
24,DetDiffusion: Synergizing Generative and Perceptive Models for Enhanced Data Generation and Perception,CVPR,2024,"Yibo Wang, Ruiyuan Gao, Kai Chen, Kaiqiang Zhou, Yingjie Cai, Lanqing Hong, Zhenguo Li, Lihui Jiang, Dit-Yan Yeung, Qiang Xu, Kai Zhang",Current perceptive models heavily depend on resource-intensive datasets prompting the need for innovative solutions. Leveraging recent advances in diffusion models synthetic data by constructing image inputs from various annotations proves beneficial for downstream tasks. While prior methods have separately addressed generative and perceptive models DetDiffusion for the first time harmonizes both tackling the challenges in generating effective data for perceptive models. To enhance image generation with perceptive models we introduce perception-aware loss (P.A. loss) through segmentation improving both quality and controllability. To boost the performance of specific perceptive models our method customizes data augmentation by extracting and utilizing perception-aware attribute (P.A. Attr) during generation. Experimental results from the object detection task highlight DetDiffusion's superior performance establishing a new state-of-the-art in layout-guided generation. Furthermore image syntheses from DetDiffusion can effectively augment training data significantly enhancing downstream detection performance.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_DetDiffusion_Synergizing_Generative_and_Perceptive_Models_for_Enhanced_Data_Generation_CVPR_2024_paper.pdf,,2,当前的感知模型严重依赖资源密集型数据集，迫切需要创新解决方案。利用最新进展的扩散模型，通过从各种注释构建图像输入来合成数据，证明有益于下游任务。虽然先前的方法分别解决了生成和感知模型的问题，但DetDiffusion首次将两者融合，解决了为感知模型生成有效数据的挑战。为了增强感知模型的图像生成能力，我们通过分割引入感知感知损失（P.A.损失），从而提高质量和可控性。为了提升特定感知模型的性能，我们的方法通过提取和利用感知感知属性（P.A.属性）来自定义数据增强。目标检测任务的实验结果突显了DetDiffusion出色的表现，在布局引导生成领域建立了新的技术水平。此外，DetDiffusion生成的图像能够有效增强训练数据，显著提升下游
25,OVFoodSeg: Elevating Open-Vocabulary Food Image Segmentation via Image-Informed Textual Representation,CVPR,2024,"Xiongwei Wu, Sicheng Yu, Ee-Peng Lim, Chong-Wah Ngo",In the realm of food computing segmenting ingredients from images poses substantial challenges due to the large intra-class variance among the same ingredients the emergence of new ingredients and the high annotation costs associated with large food segmentation datasets. Existing approaches primarily utilize a closed-vocabulary and static text embeddings setting. These methods often fall short in effectively handling the ingredients particularly new and diverse ones. In response to these limitations we introduce OVFoodSeg a framework that adopts an open-vocabulary setting and enhances text embeddings with visual context. By integrating vision-language models (VLMs) our approach enriches text embedding with image-specific information through two innovative modules e.g. an image-to-text learner FoodLearner and an Image-Informed Text Encoder. The training process of OVFoodSeg is divided into two stages: the pre-training of FoodLearner and the subsequent learning phase for segmentation. The pre-training phase equips FoodLearner with the capability to align visual information with corresponding textual representations that are specifically related to food while the second phase adapts both the FoodLearner and the Image-Informed Text Encoder for the segmentation task. By addressing the deficiencies of previous models OVFoodSeg demonstrates a significant improvement achieving an 4.9% increase in mean Intersection over Union (mIoU) on the FoodSeg103 dataset setting a new milestone for food image segmentation.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_OVFoodSeg_Elevating_Open-Vocabulary_Food_Image_Segmentation_via_Image-Informed_Textual_Representation_CVPR_2024_paper.pdf,,2,在食品计算领域，从图像中分割食材面临着重大挑战，原因是同类食材之间存在较大的内部差异、新食材的出现以及与大型食品分割数据集相关的高成本。现有方法主要利用封闭词汇和静态文本嵌入设置。这些方法通常在有效处理食材，特别是新的和多样化的食材方面效果不佳。为了应对这些局限性，我们引入了OVFoodSeg框架，该框架采用开放词汇设置，并通过视觉上下文增强了文本嵌入。通过集成视觉语言模型（VLMs），我们的方法通过两个创新模块（如图像到文本学习器FoodLearner和基于图像的文本编码器）丰富了文本嵌入与图像特定信息。OVFoodSeg的训练过程分为两个阶段：FoodLearner的预训练
26,OMG: Towards Open-vocabulary Motion Generation via Mixture of Controllers,CVPR,2024,"Han Liang, Jiacheng Bao, Ruichi Zhang, Sihan Ren, Yuecheng Xu, Sibei Yang, Xin Chen, Jingyi Yu, Lan Xu",We have recently seen tremendous progress in realistic text-to-motion generation. Yet the existing methods often fail or produce implausible motions with unseen text inputs which limits the applications. In this paper we present OMG a novel framework which enables compelling motion generation from zero-shot open-vocabulary text prompts. Our key idea is to carefully tailor the pretrain-then-finetune paradigm into the text-to-motion generation. At the pre-training stage our model improves the generation ability by learning the rich out-of-domain inherent motion traits. To this end we scale up a large unconditional diffusion model up to 1B parameters so as to utilize the massive unlabeled motion data up to over 20M motion instances. At the subsequent fine-tuning stage we introduce motion ControlNet which incorporates text prompts as conditioning information through a trainable copy of the pre-trained model and the proposed novel Mixture-of-Controllers (MoC) block. MoC block adaptively recognizes various ranges of the sub-motions with a cross-attention mechanism and processes them separately with the text-token-specific experts. Such a design effectively aligns the CLIP token embeddings of text prompts to various ranges of compact and expressive motion features. Extensive experiments demonstrate that our OMG achieves significant improvements over the state-of-the-art methods on zero-shot text-to-motion generation. Project page: https://tr3e.github.io/omg-page.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Liang_OMG_Towards_Open-vocabulary_Motion_Generation_via_Mixture_of_Controllers_CVPR_2024_paper.pdf,,3,本文介绍了一个名为OMG的新框架，能够从零样本开放词汇文本提示中生成引人入胜的动作。该框架在预训练阶段通过学习丰富的领域外固有运动特征来提高生成能力，利用了超过2000万个未标记的运动数据，以1B参数规模扩展了大型无条件扩散模型。在微调阶段，引入了运动控制网络，通过一个可训练的预训练模型副本和建议的新型控制器混合（MoC）块将文本提示作为条件信息进行建模。MoC块通过交叉注意机制自适应识别子动作的各个范围，并用文本令牌特定专家分别处理它们。OMG在零样本文本到动作生成方面取得了显着的改进，超越了现有方法。
27,Layout-Agnostic Scene Text Image Synthesis with Diffusion Models,CVPR,2024,"Qilong Zhangli, Jindong Jiang, Di Liu, Licheng Yu, Xiaoliang Dai, Ankit Ramchandani, Guan Pang, Dimitris N. Metaxas, Praveen Krishnan",While diffusion models have significantly advanced the quality of image generation their capability to accurately and coherently render text within these images remains a substantial challenge. Conventional diffusion-based methods for scene text generation are typically limited by their reliance on an intermediate layout output. This dependency often results in a constrained diversity of text styles and fonts an inherent limitation stemming from the deterministic nature of the layout generation phase. To address these challenges this paper introduces SceneTextGen a novel diffusion-based model specifically designed to circumvent the need for a predefined layout stage. By doing so SceneTextGen facilitates a more natural and varied representation of text. The novelty of SceneTextGen lies in its integration of three key components: a character-level encoder for capturing detailed typographic properties coupled with a character-level instance segmentation model and a word-level spotting model to address the issues of unwanted text generation and minor character inaccuracies. We validate the performance of our method by demonstrating improved character recognition rates on generated images across different public visual text datasets in comparison to both standard diffusion based methods and text specific methods.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhangli_Layout-Agnostic_Scene_Text_Image_Synthesis_with_Diffusion_Models_CVPR_2024_paper.pdf,,2,扩散模型在提高图像生成质量方面取得了显著进展，但在图像中准确连贯地呈现文本仍然是一个重大挑战。传统的基于扩散的场景文本生成方法通常受制于对中间布局输出的依赖。这种依赖经常导致文本样式和字体多样性受限，这是由于布局生成阶段的确定性特性所导致的固有限制。为了应对这些挑战，本文引入了SceneTextGen，这是一种新颖的基于扩散模型，专门设计用来避免预定义布局阶段的需求。通过这样做，SceneTextGen促进了文本的更自然和多样化表现。SceneTextGen的新颖性在于它集成了三个关键组件：一个用于捕捉详细排版属性的字符级编码器，一个字符级实例分割模型以及一个词级检测模型，以解决不需要的文本生成和
28,GOAT-Bench: A Benchmark for Multi-Modal Lifelong Navigation,CVPR,2024,"Mukul Khanna, Ram Ramrakhya, Gunjan Chhablani, Sriram Yenamandra, Theophile Gervet, Matthew Chang, Zsolt Kira, Devendra Singh Chaplot, Dhruv Batra, Roozbeh Mottaghi",The Embodied AI community has recently made significant strides in visual navigation tasks exploring targets from 3D coordinates objects language description and images. However these navigation models often handle only a single input modality as the target. With the progress achieved so far it is time to move towards universal navigation models capable of handling various goal types enabling more effective user interaction with robots. To facilitate this goal we propose GOAT-Bench a benchmark for the universal navigation task referred to as GO to AnyThing (GOAT). In this task the agent is directed to navigate to a sequence of targets specified by the category name language description or instance image in an open-vocabulary fashion. We benchmark monolithic RL and modular methods on the GOAT task analyzing their performance across modalities the role of explicit and implicit scene memories their robustness to noise in goal specifications and the impact of memory in lifelong scenarios.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Khanna_GOAT-Bench_A_Benchmark_for_Multi-Modal_Lifelong_Navigation_CVPR_2024_paper.pdf,,2,最近，具有实体AI功能的社区在视觉导航任务方面取得了显著进展，探索了从3D坐标对象、语言描述和图像中寻找目标的方法。然而，这些导航模型通常只处理单一输入模态作为目标。随着迄今为止取得的进展，是时候转向能够处理各种目标类型的通用导航模型，从而实现更有效的用户与机器人交互。为了促进这一目标，我们提出了GOAT-Bench，这是一个用于通用导航任务的基准测试，称为GO to AnyThing（GOAT）。在这个任务中，代理被指示导航到由类别名称、语言描述或实例图像指定的一系列目标，以开放式词汇的方式。我们在GOAT任务上对单olithic RL和模块化方法进行基准测试，分析它们在不同模态下的性能、显式和隐式场景记忆的作用、对目标规范中噪声的
29,Learning Background Prompts to Discover Implicit Knowledge for Open Vocabulary Object Detection,CVPR,2024,"Jiaming Li, Jiacheng Zhang, Jichang Li, Ge Li, Si Liu, Liang Lin, Guanbin Li",Open vocabulary object detection (OVD) aims at seeking an optimal object detector capable of recognizing objects from both base and novel categories. Recent advances leverage knowledge distillation to transfer insightful knowledge from pre-trained large-scale vision-language models to the task of object detection significantly generalizing the powerful capabilities of the detector to identify more unknown object categories. However these methods face significant challenges in background interpretation and model overfitting and thus often result in the loss of crucial background knowledge giving rise to sub-optimal inference performance of the detector. To mitigate these issues we present a novel OVD framework termed LBP to propose learning background prompts to harness explored implicit background knowledge thus enhancing the detection performance w.r.t. base and novel categories. Specifically we devise three modules: Background Category-specific Prompt Background Object Discovery and Inference Probability Rectification to empower the detector to discover represent and leverage implicit object knowledge explored from background proposals. Evaluation on two benchmark datasets OV-COCO and OV-LVIS demonstrates the superiority of our proposed method over existing state-of-the-art approaches in handling the OVD tasks.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Learning_Background_Prompts_to_Discover_Implicit_Knowledge_for_Open_Vocabulary_CVPR_2024_paper.pdf,,1,开放词汇目标检测（OVD）旨在寻找一个能够识别基础和新颖类别对象的最佳目标检测器。最近的进展利用知识蒸馏，将来自预训练大规模视觉语言模型的深刻知识转移给目标检测任务，显著推广了检测器强大的能力，可以识别更多未知的对象类别。然而，这些方法面临着背景解释和模型过拟合等重大挑战，因此往往会导致关键背景知识的丢失，从而使检测器的推理性能不佳。为了缓解这些问题，我们提出了一种新颖的OVD框架，称为LBP，提出了学习背景提示来利用探索出的隐含背景知识，从而增强对基础和新颖类别的检测性能。具体地，我们设计了三个模块：背景
30,Scene Adaptive Sparse Transformer for Event-based Object Detection,CVPR,2024,"Yansong Peng, Hebei Li, Yueyi Zhang, Xiaoyan Sun, Feng Wu",While recent Transformer-based approaches have shown impressive performances on event-based object detection tasks their high computational costs still diminish the low power consumption advantage of event cameras. Image-based works attempt to reduce these costs by introducing sparse Transformers. However they display inadequate sparsity and adaptability when applied to event-based object detection since these approaches cannot balance the fine granularity of token-level sparsification and the efficiency of window-based Transformers leading to reduced performance and efficiency. Furthermore they lack scene-specific sparsity optimization resulting in information loss and a lower recall rate. To overcome these limitations we propose the Scene Adaptive Sparse Transformer (SAST). SAST enables window-token co-sparsification significantly enhancing fault tolerance and reducing computational overhead. Leveraging the innovative scoring and selection modules along with the Masked Sparse Window Self-Attention SAST showcases remarkable scene-aware adaptability: It focuses only on important objects and dynamically optimizes sparsity level according to scene complexity maintaining a remarkable balance between performance and computational cost. The evaluation results show that SAST outperforms all other dense and sparse networks in both performance and efficiency on two large-scale event-based object detection datasets (1Mpx and Gen1). Code: https://github.com/Peterande/SAST,,https://openaccess.thecvf.com/content/CVPR2024/papers/Peng_Scene_Adaptive_Sparse_Transformer_for_Event-based_Object_Detection_CVPR_2024_paper.pdf,https://github.com/Peterande/SAST,2,最近基于Transformer的方法在事件驱动的目标检测任务上表现出色，但其高计算成本仍然削弱了事件摄像头低功耗优势。基于图像的方法尝试通过引入稀疏Transformer来降低这些成本。然而，它们在应用于事件驱动的目标检测时显示出不足的稀疏性和适应性，因为这些方法无法平衡基于标记级稀疏化的细粒度和基于窗口的Transformer的效率，导致性能和效率降低。此外，它们缺乏场景特定的稀疏性优化，导致信息丢失和较低的召回率。为了克服这些限制，我们提出了场景自适应稀疏Transformer（SAST）。SAST实现了窗口-标记共稀疏化，显著增强了容错性并降低了计算开销。利用创新的评分和选择模块
31,YolOOD: Utilizing Object Detection Concepts for Multi-Label Out-of-Distribution Detection,CVPR,2024,"Alon Zolfi, Guy Amit, Amit Baras, Satoru Koda, Ikuya Morikawa, Yuval Elovici, Asaf Shabtai",Out-of-distribution (OOD) detection has attracted a large amount of attention from the machine learning research community in recent years due to its importance in deployed systems. Most of the previous studies focused on the detection of OOD samples in the multi-class classification task. However OOD detection in the multi-label classification task a more common real-world use case remains an underexplored domain. In this research we propose YolOOD - a method that utilizes concepts from the object detection domain to perform OOD detection in the multi-label classification task. Object detection models have an inherent ability to distinguish between objects of interest (in-distribution data) and irrelevant objects (OOD data) in images that contain multiple objects belonging to different class categories. These abilities allow us to convert a regular object detection model into an image classifier with inherent OOD detection capabilities with just minor changes. We compare our approach to state-of-the-art OOD detection methods and demonstrate YolOOD's ability to outperform these methods on a comprehensive suite of in-distribution and OOD benchmark datasets.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zolfi_YolOOD_Utilizing_Object_Detection_Concepts_for_Multi-Label_Out-of-Distribution_Detection_CVPR_2024_paper.pdf,,2,最近几年，由于在实际系统中的重要性，超出分布（OOD）检测引起了机器学习研究界的广泛关注。先前的大多数研究集中于在多类别分类任务中检测OOD样本。然而，在多标签分类任务中，OOD检测作为一个更常见的实际用例领域仍未被充分探索。在这项研究中，我们提出了YolOOD - 一种利用目标检测领域概念，在多标签分类任务中执行OOD检测的方法。目标检测模型具有在图像中区分感兴趣对象（分布内数据）和无关对象（OOD数据）的固有能力，这些对象包含属于不同类别的多个对象。这些能力使我们能够仅通过进行轻微更改，将常规目标检测模型转换为具有内在OOD检测能力的图像分类器。我们将我们的方法与最先进的OOD检测方法进行了比较，并展
32,Beyond Seen Primitive Concepts and Attribute-Object Compositional Learning,CVPR,2024,"Nirat Saini, Khoi Pham, Abhinav Shrivastava",Learning from seen attribute-object pairs to generalize to unseen compositions has been studied extensively in Compositional Zero-Shot Learning (CZSL). However CZSL setup is still limited to seen attributes and objects and cannot generalize to unseen concepts and their compositions. To overcome this limitation we propose a new task Open Vocabulary-Compositional Zero-shot Learning (OV-CZSL) where unseen attributes objects and unseen compositions are evaluated. To show that OV-CZSL is a challenging yet solvable problem we propose three new benchmarks based on existing datasets MIT-States C-GQA and VAW-CZSL along with new baselines and evaluation setup. We use language embeddings and external vocabulary with our novel neighborhood expansion loss to allow any method to learn semantic correlations between seen and unseen primitives.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Saini_Beyond_Seen_Primitive_Concepts_and_Attribute-Object_Compositional_Learning_CVPR_2024_paper.pdf,,1,学习从已知属性-对象配对中进行泛化以适用于未知组合在构成零样本学习（CZSL）中得到了广泛研究。然而，CZSL设置仍受限于已知属性和对象，并且不能泛化到未知概念及其组合。为了克服这一局限性，我们提出了一个新任务——开放词汇-组合零样本学习（OV-CZSL），其中评估了未知属性、对象和未知组合。为了展示OV-CZSL是一个具有挑战性但可解决的问题，我们提出了三个基于现有数据集MIT-States C-GQA和VAW-CZSL的新基准以及新的基线和评估设置。我们使用语言嵌入和外部词汇，结合我们的新颖邻域扩展损失，使得任何方法都可以学习到已知和未知基本元素之间的语义相关性。
33,Open Vocabulary Semantic Scene Sketch Understanding,CVPR,2024,"Ahmed Bourouis, Judith E. Fan, Yulia Gryaditskaya",We study the underexplored but fundamental vision problem of machine understanding of abstract freehand scene sketches. We introduce a sketch encoder that results in semantically-aware feature space which we evaluate by testing its performance on a semantic sketch segmentation task. To train our model we rely only on the availability of bitmap sketches with their brief captions and do not require any pixel-level annotations. To obtain generalization to a large set of sketches and categories we build on a vision transformer encoder pretrained with the CLIP model. We freeze the text encoder and perform visual-prompt tuning of the visual encoder branch while introducing a set of critical modifications. Firstly we augment the classical key-query (k-q) self-attention blocks with value-value (v-v) self-attention blocks. Central to our model is a two-level hierarchical network design that enables efficient semantic disentanglement: The first level ensures holistic scene sketch encoding and the second level focuses on individual categories. We then in the second level of the hierarchy introduce a cross-attention between textual and visual branches. Our method outperforms zero-shot CLIP pixel accuracy of segmentation results by 37 points reaching an accuracy of 85.5% on the FS-COCO sketch dataset. Finally we conduct a user study that allows us to identify further improvements needed over our method to reconcile machine and human understanding of scene sketches.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Bourouis_Open_Vocabulary_Semantic_Scene_Sketch_Understanding_CVPR_2024_paper.pdf,,2,我们研究了机器理解抽象自由场景素描的基础视觉问题。我们引入了一个素描编码器，产生语义感知特征空间，通过在语义素描分割任务上测试其性能进行评估。为了训练我们的模型，我们仅依赖于带有简短标题的位图素描的可用性，而不需要任何像素级注释。为了实现对大量素描和类别的泛化，我们以在CLIP模型预训练的视觉变压器编码器为基础构建。我们冻结文本编码器，并对视觉编码器分支进行视觉提示调整，同时引入一组关键修改。首先，我们使用值-值（v-v）自注意力块增强了经典的键-查询（k-q）自注意力块。我们模型的核心是一个两级分层网络设计，实现了有效的语义解缰：第一级确保了整体场景素描编码，第二级专注于个体类别。
34,Reg-PTQ: Regression-specialized Post-training Quantization for Fully Quantized Object Detector,CVPR,2024,"Yifu Ding, Weilun Feng, Chuyan Chen, Jinyang Guo, Xianglong Liu",Although deep learning based object detection is of great significance for various applications it faces challenges when deployed on edge devices due to the computation and energy limitations. Post-training quantization (PTQ) can improve inference efficiency through integer computing. However they suffer from severe performance degradation when performing full quantization due to overlooking the unique characteristics of regression tasks in object detection. In this paper we are the first to explore regression-friendly quantization and conduct full quantization on various detectors. We reveal the intrinsic reason behind the difficulty of quantizing regressors with empirical and theoretical justifications and introduce a novel Regression-specialized Post-Training Quantization (Reg-PTQ) scheme. It includes Filtered Global Loss Integration Calibration to combine the global loss with a two-step filtering mechanism mitigating the adverse impact of false positive bounding boxes and Learnable Logarithmic-Affine Quantizer tailored for the non-uniform distributed parameters in regression structures. Extensive experiments on prevalent detectors showcase the effectiveness of the well-designed Reg-PTQ. Notably our Reg-PTQ achieves 7.6 times and 5.4 times reduction in computation and storage consumption under INT4 with little performance degradation which indicates the immense potential of fully quantized detectors in real-world object detection applications.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Ding_Reg-PTQ_Regression-specialized_Post-training_Quantization_for_Fully_Quantized_Object_Detector_CVPR_2024_paper.pdf,,1,深度学习基于目标检测虽然在各种应用中具有重要意义，但在边缘设备上部署时会面临计算和能量限制的挑战。后训练量化（PTQ）可以通过整数计算提高推理效率。然而，在执行完全量化时，由于忽视目标检测中回归任务的独特特征，它们会遭受严重的性能退化。本文首次探索了适用于回归的量化方法，并在各种检测器上进行了全量化。我们揭示了量化回归器困难背后的内在原因，并通过经验和理论证明引入了一种新颖的适用于回归的后训练量化（Reg-PTQ）方案。它包括滤波全局损失集成校准，将全局损失与两步过滤机制相结合，减轻假阳性边界框的不利影响，以及适用于
35,Active Open-Vocabulary Recognition: Let Intelligent Moving Mitigate CLIP Limitations,CVPR,2024,"Lei Fan, Jianxiong Zhou, Xiaoying Xing, Ying Wu",Active recognition which allows intelligent agents to explore observations for better recognition performance serves as a prerequisite for various embodied AI tasks such as grasping navigation and room arrangements. Given the evolving environment and the multitude of object classes it is impractical to include all possible classes during the training stage. In this paper we aim at advancing active open-vocabulary recognition empowering embodied agents to actively perceive and classify arbitrary objects. However directly adopting recent open-vocabulary classification models like Contrastive Language Image Pretraining (CLIP) poses its unique challenges. Specifically we observe that CLIP's performance is heavily affected by the viewpoint and occlusions compromising its reliability in unconstrained embodied perception scenarios. Further the sequential nature of observations in agent-environment interactions necessitates an effective method for integrating features that maintains discriminative strength for open-vocabulary classification. To address these issues we introduce a novel agent for active open-vocabulary recognition. The proposed method leverages inter-frame and inter-concept similarities to navigate agent movements and to fuse features without relying on class-specific knowledge. Compared to baseline CLIP model with 29.6% accuracy on ShapeNet dataset the proposed agent could achieve 53.3% accuracy for open-vocabulary recognition without any fine-tuning to the equipped CLIP model. Additional experiments conducted with the Habitat simulator further affirm the efficacy of our method.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Fan_Active_Open-Vocabulary_Recognition_Let_Intelligent_Moving_Mitigate_CLIP_Limitations_CVPR_2024_paper.pdf,,2,本文旨在推动活跃的开放式识别，使具有智能代理的个体能够积极感知和分类任意对象，而不依赖于特定类别的知识。新方法利用帧间和概念间的相似性来引导代理移动并融合特征，从而在无约束的感知场景下提高识别准确性。与基准CLIP模型在ShapeNet数据集上29.6%的准确率相比，提出的代理在不对配备的CLIP模型进行任何微调的情况下，可实现53.3%的开放式识别准确率。通过在Habitat模拟器上进行的额外实验进一步证实了我们方法的有效性。
36,Active Object Detection with Knowledge Aggregation and Distillation from Large Models,CVPR,2024,"Dejie Yang, Yang Liu",Accurately detecting active objects undergoing state changes is essential for comprehending human interactions and facilitating decision-making. The existing methods for active object detection (AOD) primarily rely on visual appearance of the objects within input such as changes in size shape and relationship with hands. However these visual changes can be subtle posing challenges particularly in scenarios with multiple distracting no-change instances of the same category. We observe that the state changes are often the result of an interaction being performed upon the object thus propose to use informed priors about object related plausible interactions (including semantics and visual appearance) to provide more reliable cues for AOD. Specifically we propose a knowledge aggregation procedure to integrate the aforementioned informed priors into oracle queries within the teacher decoder offering more object affordance commonsense to locate the active object. To streamline the inference process and reduce extra knowledge inputs we propose a knowledge distillation approach that encourages the student decoder to mimic the detection capabilities of the teacher decoder using the oracle query by replicating its predictions and attention. Our proposed framework achieves state-of-the-art performance on four datasets namely Ego4D Epic-Kitchens MECCANO and 100DOH which demonstrates the effectiveness of our approach in improving AOD. The code and models are available at https://github.com/idejie/KAD.git.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Active_Object_Detection_with_Knowledge_Aggregation_and_Distillation_from_Large_CVPR_2024_paper.pdf,https://github.com/idejie/KAD.git,2,准确检测处于状态变化中的主动对象是理解人类互动和促进决策的关键。现有的主动对象检测（AOD）方法主要依赖于输入中对象的视觉外观，如大小、形状和与手的关系的变化。然而，这些视觉变化可能很微妙，特别在存在多个同一类别的分散无变化实例的场景中会带来挑战。我们观察到状态变化往往是对对象执行的交互的结果，因此提出使用关于对象相关可能交互（包括语义和视觉外观）的明确先验，为AOD提供更可靠的线索。具体而言，我们提出了一种知识聚合过程，将上述明确先验整合到教师解码器中的oracle查询中，为定位活动对象提供更多的对象可供性常识。为了简化推理过程并减少额外的知识输入，我们提出了一种知识蒸馏
37,DETRs Beat YOLOs on Real-time Object Detection,CVPR,2024,"Yian Zhao, Wenyu Lv, Shangliang Xu, Jinman Wei, Guanzhong Wang, Qingqing Dang, Yi Liu, Jie Chen",The YOLO series has become the most popular framework for real-time object detection due to its reasonable trade-off between speed and accuracy. However we observe that the speed and accuracy of YOLOs are negatively affected by the NMS. Recently end-to-end Transformer-based detectors (DETRs) have provided an alternative to eliminating NMS. Nevertheless the high computational cost limits their practicality and hinders them from fully exploiting the advantage of excluding NMS. In this paper we propose the Real-Time DEtection TRansformer (RT-DETR) the first real-time end-to-end object detector to our best knowledge that addresses the above dilemma. We build RT-DETR in two steps drawing on the advanced DETR: first we focus on maintaining accuracy while improving speed followed by maintaining speed while improving accuracy. Specifically we design an efficient hybrid encoder to expeditiously process multi-scale features by decoupling intra-scale interaction and cross-scale fusion to improve speed. Then we propose the uncertainty-minimal query selection to provide high-quality initial queries to the decoder thereby improving accuracy. In addition RT-DETR supports flexible speed tuning by adjusting the number of decoder layers to adapt to various scenarios without retraining. Our RT-DETR-R50 / R101 achieves 53.1% / 54.3% AP on COCO and 108 / 74 FPS on T4 GPU outperforming previously advanced YOLOs in both speed and accuracy. We also develop scaled RT-DETRs that outperform the lighter YOLO detectors (S and M models). Furthermore RT-DETR-R50 outperforms DINO-R50 by 2.2% AP in accuracy and about 21 times in FPS. After pre-training with Objects365 RT-DETR-R50 / R101 achieves 55.3% / 56.2% AP. The project page: https://zhao-yian.github.io/RTDETR.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_DETRs_Beat_YOLOs_on_Real-time_Object_Detection_CVPR_2024_paper.pdf,,1,本文介绍了当前目标检测中使用最广泛的实时框架YOLO系列，由于速度和准确性之间的合理权衡，其受非极大值抑制（NMS）的负面影响。作者提出了一种名为Real-Time DEtection TRansformer (RT-DETR)的新的端到端对象检测器，旨在解决NMS所带来的问题。RT-DETR采用了端到端Transformer-based检测器(DETRs)的优点，并在保持准确性的同时提高速度，并在保持速度的同时提高准确性。相比之前的YOLOs，RT-DETR在速度和准确性上都有显著的性能优势。此外，作者还开发了性能更好的RT-DETRs，胜过轻量级的YOLO检测器，并表明其在准确性和速度上的优势。
38,Language-conditioned Detection Transformer,CVPR,2024,"Jang Hyun Cho, Philipp Krähenbühl",We present a new open-vocabulary detection framework. Our framework uses both image-level labels and detailed detection annotations when available. Our framework proceeds in three steps. We first train a language-conditioned object detector on fully-supervised detection data. This detector gets to see the presence or absence of ground truth classes during training and conditions prediction on the set of present classes. We use this detector to pseudo-label images with image-level labels. Our detector provides much more accurate pseudo-labels than prior approaches with its conditioning mechanism. Finally we train an unconditioned open-vocabulary detector on the pseudo-annotated images. The resulting detector named DECOLA shows strong zero-shot performance in open-vocabulary LVIS benchmark as well as direct zero-shot transfer benchmarks on LVIS COCO Object365 and OpenImages. DECOLA outperforms the prior arts by 17.1 AP-rare and 9.4 mAP on zero-shot LVIS benchmark. DECOLA achieves state-of-the-art results in various model sizes architectures and datasets by only training on open-sourced data and academic-scale computing. Code is available at https://github.com/janghyuncho/DECOLA.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Cho_Language-conditioned_Detection_Transformer_CVPR_2024_paper.pdf,https://github.com/janghyuncho/DECOLA,1,我们提出了一个新的开放词汇检测框架，利用图像级标签和详细的检测注释。框架分为三个步骤：首先，在完全监督的检测数据上训练一种语言条件的目标检测器；然后使用该检测器对图像进行伪标注；最后，在伪标注的图像上训练一个无条件的开放词汇检测器。这个名为DECOLA的检测器在开放词汇LVIS基准测试中表现出色，以及在LVIS COCO Object365和OpenImages上进行的直接零样本转移基准测试中。DECOLA在零样本LVIS基准测试上比之前的方法表现出17.1 AP-rare和9.4 mAP的提升，通过仅在开源数据和学术规模计算上进行训练，在不同模型规模架构和数据集上实现了最先进的结果。源代码可在https://github.com/janghyuncho/DECOLA找到。
